ฑ๊สถ,x,y,thickness
160.000000,1291.113004,-18.294603,0.259879
161.000000,1290.681258,-18.294603,0.173253
162.000000,1290.249512,-18.251289,0.259879
163.000000,1289.817766,-18.251289,0.173253
164.000000,1289.386020,-18.251289,0.346506
165.000000,1288.954274,-18.251289,0.173253
166.000000,1288.522529,-18.251289,0.259879
167.000000,1288.090783,-18.251289,0.173253
168.000000,1287.659037,-18.251289,0.173253
169.000000,1287.227291,-18.251289,0.173253
170.000000,1286.795545,-18.251289,0.173253
171.000000,1286.363799,-18.207976,0.259879
172.000000,1285.932053,-18.207976,0.259879
173.000000,1285.500307,-18.164663,0.173253
174.000000,1285.068561,-18.164663,0.173253
175.000000,1284.636815,-18.164663,0.173253
176.000000,1284.205069,-18.078037,0.173253
177.000000,1283.773324,-18.078037,0.173253
178.000000,1283.341578,-18.078037,0.173253
179.000000,1282.909832,-18.078037,0.173253
180.000000,1282.478086,-18.078037,0.173253
181.000000,1282.046340,-18.034723,0.086626
182.000000,1281.614594,-18.034723,0.173253
183.000000,1281.182848,-17.991410,0.259879
184.000000,1280.751102,-17.991410,0.173253
185.000000,1280.319356,-18.034723,0.173253
186.000000,1279.887610,-18.034723,0.259879
187.000000,1279.455864,-18.034723,0.086626
188.000000,1279.024119,-18.034723,0.173253
189.000000,1278.592373,-18.034723,0.086626
190.000000,1278.160627,-18.078037,0.259879
191.000000,1277.728881,-18.078037,0.173253
192.000000,1277.297135,-18.078037,0.173253
193.000000,1276.865389,-18.078037,0.173253
194.000000,1276.433643,-18.078037,0.173253
195.000000,1276.001897,-18.078037,0.173253
196.000000,1275.570151,-18.078037,0.173253
197.000000,1275.138405,-18.078037,0.173253
198.000000,1274.706659,-18.078037,0.173253
199.000000,1274.274914,-18.078037,0.173253
200.000000,1273.843168,-18.078037,0.173253
201.000000,1273.411422,-18.078037,0.173253
202.000000,1272.979676,-18.078037,0.173253
203.000000,1272.547930,-18.078037,0.173253
204.000000,1272.116184,-18.121350,0.086626
205.000000,1271.684438,-18.164663,0.173253
206.000000,1271.252692,-18.164663,0.173253
207.000000,1270.820946,-18.251289,0.173253
208.000000,1270.389200,-18.251289,0.173253
209.000000,1269.957455,-18.294603,0.086626
210.000000,1269.525709,-18.337916,0.173253
211.000000,1269.093963,-18.381229,0.086626
212.000000,1268.662217,-18.424542,0.173253
213.000000,1268.230471,-18.424542,0.173253
214.000000,1267.798725,-18.511169,0.173253
215.000000,1267.366979,-18.511169,0.173253
216.000000,1266.935233,-18.597795,0.173253
217.000000,1266.503487,-18.641108,0.086626
218.000000,1266.071741,-18.684422,0.173253
219.000000,1265.639995,-18.727735,0.086626
220.000000,1265.208250,-18.727735,0.086626
221.000000,1264.776504,-18.771048,0.173253
222.000000,1264.344758,-18.814361,0.086626
223.000000,1263.913012,-18.857674,0.173253
224.000000,1263.481266,-18.900988,0.086626
225.000000,1263.049520,-18.944301,0.173253
226.000000,1262.617774,-19.030927,0.173253
227.000000,1262.186028,-19.117554,0.173253
228.000000,1261.754282,-19.204180,0.173253
229.000000,1261.322536,-19.290807,0.173253
230.000000,1260.890790,-19.377433,0.173253
231.000000,1260.459045,-19.464060,0.173253
232.000000,1260.027299,-19.507373,0.259879
233.000000,1259.595553,-19.637312,0.173253
234.000000,1259.163807,-19.680626,0.259879
235.000000,1258.732061,-19.810565,0.173253
236.000000,1258.300315,-19.897192,0.173253
237.000000,1257.868569,-19.983818,0.173253
238.000000,1257.436823,-20.070445,0.173253
239.000000,1257.005077,-20.200384,0.259879
240.000000,1256.573331,-20.330324,0.173253
241.000000,1256.141586,-20.416950,0.173253
242.000000,1255.709840,-20.503577,0.173253
243.000000,1255.278094,-20.633516,0.259879
244.000000,1254.846348,-20.763456,0.173253
245.000000,1254.414602,-20.893396,0.259879
246.000000,1253.982856,-21.023335,0.173253
247.000000,1253.551110,-21.153275,0.259879
248.000000,1253.119364,-21.283215,0.173253
249.000000,1252.687618,-21.413154,0.259879
250.000000,1252.255872,-21.543094,0.173253
251.000000,1251.824126,-21.716347,0.173253
252.000000,1251.392381,-21.802973,0.173253
253.000000,1250.960635,-21.932913,0.259879
254.000000,1250.528889,-22.106166,0.259879
255.000000,1250.097143,-22.236106,0.173253
256.000000,1249.665397,-22.409358,0.173253
257.000000,1249.233651,-22.582611,0.173253
258.000000,1248.801905,-22.712551,0.259879
259.000000,1248.370159,-22.885804,0.259879
260.000000,1247.938413,-23.059057,0.259879
261.000000,1247.506667,-23.232310,0.259879
262.000000,1247.074921,-23.405562,0.259879
263.000000,1246.643176,-23.578815,0.259879
264.000000,1246.211430,-23.838695,0.259879
265.000000,1245.779684,-24.011948,0.259879
266.000000,1245.347938,-24.185200,0.259879
267.000000,1244.916192,-24.401766,0.346506
268.000000,1244.484446,-24.618333,0.259879
269.000000,1244.052700,-24.834899,0.346506
270.000000,1243.620954,-25.051465,0.259879
271.000000,1243.189208,-25.268031,0.346506
272.000000,1242.757462,-25.484597,0.259879
273.000000,1242.325717,-25.701163,0.346506
274.000000,1241.893971,-25.917729,0.259879
275.000000,1241.462225,-26.134295,0.346506
276.000000,1241.030479,-26.394175,0.346506
277.000000,1240.598733,-26.610741,0.259879
278.000000,1240.166987,-26.870620,0.259879
279.000000,1239.735241,-27.087186,0.346506
280.000000,1239.303495,-27.347065,0.346506
281.000000,1238.871749,-27.606945,0.346506
282.000000,1238.440003,-27.866824,0.346506
283.000000,1238.008257,-28.213330,0.346506
284.000000,1237.576512,-28.473209,0.346506
285.000000,1237.144766,-28.733088,0.346506
286.000000,1236.713020,-29.079594,0.346506
287.000000,1236.281274,-29.339473,0.346506
288.000000,1235.849528,-29.642666,0.433132
289.000000,1235.417782,-29.945858,0.346506
290.000000,1234.986036,-30.249051,0.433132
291.000000,1234.554290,-30.552244,0.346506
292.000000,1234.122544,-30.898749,0.346506
293.000000,1233.690798,-31.201942,0.433132
294.000000,1233.259052,-31.505134,0.346506
295.000000,1232.827307,-31.851640,0.346506
296.000000,1232.395561,-32.198146,0.346506
297.000000,1231.963815,-32.501338,0.433132
298.000000,1231.532069,-32.847844,0.433132
299.000000,1231.100323,-33.194350,0.433132
300.000000,1230.668577,-33.194350,0.433132
301.000000,1230.236831,-33.194350,0.259879
