ฑ๊สถ,x,y,thickness
67.000000,1418.878857,-17.543860,0.175439
68.000000,1418.561199,-17.500000,0.087719
69.000000,1418.243541,-17.368421,0.175439
70.000000,1417.925883,-17.280702,0.175439
71.000000,1417.608225,-17.192982,0.175439
72.000000,1417.290567,-17.105263,0.175439
73.000000,1416.972909,-17.017544,0.175439
74.000000,1416.655250,-16.929825,0.175439
75.000000,1416.337592,-16.842105,0.175439
76.000000,1416.019934,-16.798246,0.087719
77.000000,1415.702276,-16.754386,0.175439
78.000000,1415.384618,-16.666667,0.175439
79.000000,1415.066960,-16.578947,0.175439
80.000000,1414.749302,-16.535088,0.087719
81.000000,1414.431643,-16.491228,0.175439
82.000000,1414.113985,-16.447368,0.087719
83.000000,1413.796327,-16.447368,0.087719
84.000000,1413.478669,-16.359649,0.263158
85.000000,1413.161011,-16.228070,0.175439
86.000000,1412.843353,-16.140351,0.175439
87.000000,1412.525695,-16.096491,0.087719
88.000000,1412.208036,-16.052632,0.175439
89.000000,1411.890378,-16.008772,0.087719
90.000000,1411.572720,-15.964912,0.175439
91.000000,1411.255062,-15.877193,0.175439
92.000000,1410.937404,-15.833333,0.087719
93.000000,1410.619746,-15.789474,0.175439
94.000000,1410.302088,-15.745614,0.087719
95.000000,1409.984429,-15.701754,0.175439
96.000000,1409.666771,-15.701754,0.087719
97.000000,1409.349113,-15.701754,0.175439
98.000000,1409.031455,-15.701754,0.175439
99.000000,1408.713797,-15.701754,0.175439
100.000000,1374.724376,-15.657895,0.087719
101.000000,1374.406718,-15.657895,0.087719
102.000000,1374.089060,-15.657895,0.087719
103.000000,1373.771402,-15.657895,0.087719
104.000000,1373.453743,-15.701754,0.175439
105.000000,1373.136085,-15.745614,0.087719
106.000000,1372.818427,-15.745614,0.087719
107.000000,1372.500769,-15.745614,0.087719
108.000000,1372.183111,-15.833333,0.263158
109.000000,1371.865453,-15.921053,0.175439
110.000000,1371.547795,-15.964912,0.087719
111.000000,1371.230136,-15.964912,0.175439
112.000000,1370.912478,-16.052632,0.350877
113.000000,1370.594820,-16.140351,0.175439
114.000000,1370.277162,-16.140351,0.175439
115.000000,1369.959504,-16.184211,0.350877
116.000000,1369.641846,-16.184211,0.087719
117.000000,1369.324188,-16.228070,0.263158
118.000000,1369.006529,-16.271930,0.175439
119.000000,1368.688871,-16.359649,0.438596
120.000000,1368.371213,-16.491228,0.175439
121.000000,1368.053555,-16.535088,0.350877
122.000000,1367.735897,-16.578947,0.263158
123.000000,1367.418239,-16.578947,0.263158
124.000000,1367.100581,-16.578947,0.175439
125.000000,1366.782922,-16.622807,0.175439
126.000000,1366.465264,-16.622807,0.087719
127.000000,1366.147606,-16.622807,0.087719
128.000000,1365.829948,-16.666667,0.175439
129.000000,1365.512290,-16.798246,0.263158
130.000000,1365.194632,-16.929825,0.175439
131.000000,1364.876974,-16.929825,0.175439
132.000000,1364.559316,-17.017544,0.438596
133.000000,1364.241657,-17.017544,0.438596
134.000000,1363.923999,-17.017544,0.175439
135.000000,1363.606341,-17.017544,0.175439
136.000000,1363.288683,-17.017544,0.175439
137.000000,1362.971025,-17.105263,0.175439
138.000000,1362.653367,-17.192982,0.175439
139.000000,1362.335709,-17.500000,0.438596
140.000000,1362.018050,-17.543860,0.350877
141.000000,1361.700392,-17.543860,0.350877
142.000000,1361.382734,-17.631579,0.175439
143.000000,1361.065076,-17.631579,0.175439
144.000000,1360.747418,-17.631579,0.175439
145.000000,1360.429760,-17.675439,0.263158
146.000000,1360.112102,-17.719298,0.175439
147.000000,1359.794443,-17.763158,0.263158
148.000000,1359.476785,-17.982456,0.350877
149.000000,1359.159127,-17.982456,0.263158
150.000000,1358.841469,-18.026316,0.175439
151.000000,1358.523811,-18.114035,0.263158
152.000000,1358.206153,-18.201754,0.087719
153.000000,1357.888495,-18.201754,0.087719
154.000000,1357.570836,-18.289474,0.263158
155.000000,1357.253178,-18.377193,0.263158
156.000000,1356.935520,-18.508772,0.087719
157.000000,1356.617862,-18.508772,0.175439
158.000000,1356.300204,-18.552632,0.175439
159.000000,1355.982546,-18.684211,0.350877
160.000000,1355.664888,-18.815789,0.175439
161.000000,1355.347229,-18.859649,0.263158
162.000000,1355.029571,-18.903509,0.263158
163.000000,1354.711913,-19.035088,0.175439
164.000000,1354.394255,-19.035088,0.175439
165.000000,1354.076597,-19.035088,0.175439
166.000000,1353.758939,-19.122807,0.175439
167.000000,1353.441281,-19.210526,0.175439
168.000000,1353.123622,-19.298246,0.175439
169.000000,1352.805964,-19.385965,0.175439
170.000000,1352.488306,-19.429825,0.263158
171.000000,1352.170648,-19.561404,0.175439
172.000000,1351.852990,-19.605263,0.263158
173.000000,1351.535332,-19.736842,0.175439
174.000000,1351.217674,-19.736842,0.175439
175.000000,1350.900016,-19.824561,0.175439
176.000000,1350.582357,-19.956140,0.263158
177.000000,1350.264699,-20.087719,0.175439
178.000000,1349.947041,-20.131579,0.087719
179.000000,1349.629383,-20.175439,0.175439
180.000000,1349.311725,-20.263158,0.175439
181.000000,1348.994067,-20.350877,0.175439
182.000000,1348.676409,-20.438596,0.175439
183.000000,1348.358750,-20.526316,0.175439
184.000000,1348.041092,-20.614035,0.175439
185.000000,1347.723434,-20.701754,0.175439
186.000000,1347.405776,-20.745614,0.087719
187.000000,1347.088118,-20.789474,0.175439
188.000000,1346.770460,-20.877193,0.175439
189.000000,1346.452802,-20.964912,0.175439
190.000000,1346.135143,-21.052632,0.175439
191.000000,1345.817485,-21.140351,0.175439
192.000000,1345.499827,-21.228070,0.175439
193.000000,1345.182169,-21.315789,0.175439
194.000000,1344.864511,-21.447368,0.263158
195.000000,1344.546853,-21.578947,0.175439
196.000000,1344.229195,-21.666667,0.175439
197.000000,1343.911536,-21.754386,0.175439
198.000000,1343.593878,-21.842105,0.175439
199.000000,1343.276220,-21.842105,0.175439
200.000000,1342.958562,-21.842105,0.087719
